"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"No","SMB Small","Åre","Jämtland","Sweden","1,8","19602","0,319002","17166","0,146229756",75,9999,3,"No"
"No","SMB Mid","Ringsted","Sjælland","Denmark","1789,2","44999665","1","4279,58","0,120100571",301,9999,2,"No"
"No","Corporate","Malmö","Skåne","Sweden","1275,4","0","0,284347","5623,4","0,206634776",434,9999,4,"No"
"No","SMB Small","Kotka","Kymenlaakso","Finland","1,8","2644,38","0,055223","16022,74","0,038475941",102,9999,3,"No"
"No","SMB Small","Töreboda","Västra Götaland","Sweden","1,3","7200,7","1","919","0,13203482",300,9999,1,"No"
"No","SMB Small","Asker","Akershus","Norway","13,4","142174","0,095764","209600,16","0,091390913",8,9999,25,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","1,8","2497,5","1","1029,31","0,127396023",224,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","8199","0,102279546",428,9999,1,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,8","15102","0","1999","0,104552276",301,301,1,"Yes"
"No","SMB Small","Helsinki","Uusimaa","Finland","13,4","18592,5","0,00879","125319,74","0,094925029",12,9999,9,"No"
"No","SMB Small","Fredensborg","Hovedstaden","Denmark","13,4","128506","0,123873","15550,54","0,078634568",246,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","30","326700","0,149695","90724,45","0,21702077",153,950,11,"Yes"
"No","SMB Mid","Oslo","Oslo","Norway","30","668400","0,203405","437570,64","0,122217935",13,9999,26,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","39708","0,045736","61635,4","0,093602053",57,939,7,"Yes"
"No","SMB Mid","Silkeborg","Midtjylland","Denmark","30","384300","0","11686,21","0,110554234",169,882,4,"Yes"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","0","0","16703","0,092677962",421,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,3","0","0,2243","15720","0,129391858",669,9999,3,"No"
"No","SMB Small","Eskilstuna","Södermanland","Sweden","6,5","43420","0","12887","0,072915341",329,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","0","0,002378","62648,6","0,055481208",425,9999,10,"No"
"No","SMB Small","Drammen","Buskerud","Norway","13,4","0","0,766033","8687,13","0,297733544",609,9999,3,"No"
"No","Corporate","Kristianstad","Skåne","Sweden","30","251700","0,084088","9930","0,164348439",34,9999,2,"No"
"No","SMB Small","Turku","Varsinais-Suomi","Finland","30","0","0","4516,72","0,119177191",482,9999,1,"No"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","30","327600","0,248097","132665,41","0,152272473",83,9999,23,"No"
"No","SMB Mid","Aalborg","Nordjylland","Denmark","30","406200","0,041188","117129,31","0,354183423",1,64,14,"Yes"
"No","SMB Small","Älvsbyn","Norrbotten","Sweden","6,5","0","0","3499","0,097327808",670,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","19602","0,145488","19493","0,068342482",83,616,8,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","30","326700","0,937848","10587","0,208108057",302,9999,6,"No"
"No","SMB Small","København","Hovedstaden","Denmark","6,5","0","0,021176","38930,57","0,100433156",557,980,4,"Yes"
"No","SMB Small","Järfälla","Stockholm","Sweden","1,3","0","0","14379","0,091431949",461,9999,1,"No"
"No","SMB Small","Värnamo","Jönköping","Sweden","1,3","12246","0,078333","35696,22","0,085587213",103,9999,7,"No"
"No","SMB Mid","Köping","Västmanland","Sweden","68","0","0,045273","12038","0,130677853",462,9999,2,"No"
"No","SMB Small","Svenljunga","Västra Götaland","Sweden","6,5","70785","0,037953","115009","0,103258006",11,9999,10,"No"
"No","SMB Small","Eskilstuna","Södermanland","Sweden","1,3","28678","0,244948","12868","0,148171433",306,9999,4,"No"
"No","SMB Small","Torsås","Kalmar","Sweden","13,4","157182","0,381928","11565","0,102773887",26,9999,4,"No"
"No","SMB Small","Sigtuna","Stockholm","Sweden","1,3","14157","1","1319","0,044238059",298,9999,1,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","1,3","16653","0,2247","20535,15","0,086015929",64,9999,2,"No"
"No","SMB Small","Skellefteå","Västerbotten","Sweden","6,5","0","0","7089,08","0,075197346",383,9999,1,"No"
"No","SMB Small","Västervik","Kalmar","Sweden","1,8","31848","0,397231","50620,4","0,114746031",232,9999,11,"No"
"No","SMB Small","Karlstad","Värmland","Sweden","68","797640","0,158472","7566","0,074832144",137,9999,1,"No"
"No","SMB Small","Holbæk","Sjælland","Denmark","1,3","9984","0","3464,73","0,209130293",358,9999,1,"No"
"No","SMB Small","Höganäs","Skåne","Sweden","1,3","0","0","13999","0,059607115",684,9999,1,"No"
"No","SMB Small","Växjö","Kronoberg","Sweden","30","200400","0,068886","89524,34","0,106208881",92,777,18,"Yes"
"No","SMB Small","Karlstad","Värmland","Sweden","-1","0","0,100116","28896,28","0,111148909",252,853,2,"Yes"
"Yes","SMB Large","Ringsted","Sjælland","Denmark","98","939820","0,257616","240023,52","0,130744645",28,9999,48,"No"
"No","SMB Small","Bergen","Hordaland","Norway","13,4","298552","0,254814","76465,6","0,174247636",83,9999,13,"No"
"Yes","SMB Large","Helsingør","Hovedstaden","Denmark","307","2357760","0,329846","4571026,03","0,126036489",1,9999,909,"No"
"No","SMB Small","Borås","Västra Götaland","Sweden","6,5","0","0,215155","14213,01","0,135941648",631,631,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","1","2145","0,217174825",679,9999,1,"No"
"No","SMB Small","Vännäs","Västerbotten","Sweden","6,5","43420","0,166156","27757","0,105183557",96,9999,6,"No"
"Yes","Corporate","Sundbyberg","Stockholm","Sweden","-1","0","0,080845","73401,98","0,109072398",418,9999,13,"No"
"No","SMB Small","Askøy","Hordaland","Norway","1,8","6210","1","53221,99","0,224005153",99,9999,11,"No"
"Yes","SMB Large","Aabenraa","Syddanmark","Denmark","925,3","12528562","0,306226","678807,63","0,120054087",4,938,145,"Yes"
"No","SMB Small","Stockholm","Stockholm","Norway","1,8","0","0","3269,76","0,069638139",382,9999,1,"No"
"No","SMB Small","Tønsberg","Vestfold","Norway","1,8","0","0,435025","5791,25","0,174710123",715,9999,1,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","1,8","24372","1","2500,8","0,287264075",298,9999,1,"No"
"No","SMB Small","Huddinge","Stockholm","Sweden","1,8","18666","0,201031","129950","0,133981685",97,9999,10,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","-1","13338","1","4616,83","0,213984487",336,9999,1,"No"
"No","SMB Small","Borlänge","Dalarna","Sweden","6,5","65693,86","0","20839","0,086425932",235,9999,1,"No"
"Yes","Corporate","Solna","Stockholm","Sweden","449,3","4039207","0,014256","107620,45","0,058121389",230,9999,5,"No"
"No","SMB Small","Karlstad","Värmland","Sweden","13,4","112426","0","8939","0,28082224",302,9999,2,"No"
"Yes","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","0","0,278904","1018,09","0,309294856",467,9999,1,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","1,8","12024","0,10223","16365","0,065998167",13,9999,5,"No"
"No","SMB Small","Kalmar","Kalmar","Sweden","1,8","12024","0,398977","9973","0,179913767",313,1058,4,"Yes"
"No","SMB Small","Vallentuna","Stockholm","Sweden","1,3","14157","0,207444","9666,2","0,08899671",202,9999,5,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","295604","0,215101","455337,26","0,122491294",19,9999,29,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,590437","60882","0,145803686",169,757,6,"Yes"
"No","SMB Small","Örebro","Örebro","Sweden","1,3","0","0","5138","0,32358116",431,9999,4,"No"
"Yes","SMB Large","Malmö","Skåne","Sweden","81,4","543752","0,182961","318889,37","0,105981896",7,384,58,"Yes"
"No","SMB Small","Silkeborg","Midtjylland","Denmark","30","158100","0","761,35","0,117147173",166,9999,1,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","13,4","0","0,192731","83816","0,1491022",644,929,13,"Yes"
"No","SMB Small","Herning","Midtjylland","Denmark","-1","0","0","4225,56","0,082268386",301,9999,1,"No"
"No","SMB Small","Ekerö","Stockholm","Sweden","1,8","19602","0,093478","23920","0,081518813",183,624,8,"Yes"
"No","SMB Small","Svendborg","Syddanmark","Denmark","6,5","164645","0","4779,76","0,150087034",271,9999,2,"No"
"No","SMB Mid","Trondheim","Sør-Trøndelag","Norway","30","205500","0,942221","17482,04","0,201268845",343,9999,8,"No"
"No","SMB Mid","Smedjebacken","Dalarna","Sweden","137","1607010","0,205271","27544","0,095530787",246,9999,8,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,3","0","1","5392","0,151442878",606,9999,1,"No"
"No","SMB Small","Halmstad","Halland","Sweden","68","454240","0","2251,4","0,025548548",210,9999,1,"No"
"No","SMB Small","Leksand","Dalarna","Sweden","1,8","15102","0,349103","5892,24","0,162997434",321,9999,3,"No"
"Yes","SMB Small","Uppvidinge","Kronoberg","Sweden","6,5","70785","0,197986","14410,85","0,139534448",5,9999,7,"No"
"Yes","SMB Mid","København","Hovedstaden","Denmark","30","0","0","4975","0,041242211",511,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","6,5","0","0,142298","19424","0,086427615",539,9999,3,"No"
"No","SMB Mid","Åmli","Aust-Agder","Norway","30","0","0","130044","0,060849712",533,9999,3,"No"
"No","SMB Small","Markaryd","Kronoberg","Sweden","1,8","0","1","799","0,185168961",571,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,8","0","0,124318","19468,17","0,082502875",405,879,5,"Yes"
"Yes","SMB Small","Vårgårda","Västra Götaland","Sweden","45,2","438628","0,672126","2647,97","0,085782694",24,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","61230","0,768953","831","0,273922984",18,9999,2,"No"
"Yes","SMB Mid","Kiruna","Norrbotten","Sweden","30","120630","0,167823","205674,38","0,09600836",1,329,26,"Yes"
"Yes","SMB Mid","Göteborg","Västra Götaland","Sweden","81,4","722018","0,208754","1240669,98","0,102612501",4,22,177,"Yes"
"No","SMB Small","Nacka","Stockholm","Sweden","13,4","0","0","12140,6","0,145185576",403,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","2338","0,070928144",463,868,2,"Yes"
"No","SMB Mid","Örebro","Örebro","Sweden","83,6","558448","0,151126","274691,52","0,093474309",8,9999,37,"No"
"No","SMB Small","Alvesta","Kronoberg","Sweden","13,4","112426","0,634393","10380","0,289646435",6,789,3,"Yes"
"No","SMB Small","Härjedalen","Jämtland","Sweden","1,3","0","0,189216","15602,2","0,132998551",726,970,4,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","11687","0,027922","4476,64","0,034291344",168,9999,1,"No"
"No","SMB Small","Gävle","Gävleborg","Sweden","1,8","19602","1","2344","0,419061433",63,9999,1,"No"
"Yes","Corporate","Vantaa","Uusimaa","Finland","30","30981","0,003617","126534,18","0,101690863",96,131,16,"Yes"
"No","SMB Small","Oslo","Oslo","Norway","1,8","9936","0","1694,05","0,244048287",239,9999,1,"No"
"Yes","SMB Large","Herlev","Hovedstaden","Denmark","49,9","521216","0,173607","276524,73","0,138174079",33,9999,20,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","15102","0","4399","0,10661514",285,9999,1,"No"
"No","SMB Small","Holstebro","Midtjylland","Denmark","6,5","88010","0,395587","12280,34","0,212862999",242,9999,4,"No"
"No","SMB Mid","Gladsaxe","Hovedstaden","Denmark","68","652120","0,216197","75192,73","0,215185697",8,9999,37,"No"
"No","SMB Small","Elverum","Hedmark","Norway","1,8","22104","0,040366","73910,71","0,72966313",32,291,4,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","1","999","0,134964965",698,9999,1,"No"
"No","SMB Small","Kalmar","Kalmar","Sweden","-1","0","0,086266","17364,88","0,119657032",455,9999,1,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,3","0","1","597","0,518643216",399,9999,1,"No"
"Yes","SMB Mid","Stockholm","Stockholm","Sweden","137","1215190","0,035024","20699,96","0,066100611",265,9999,5,"No"
"No","SMB Small","Vesilahti","Pirkanmaa","Finland","1,8","2497,5","0","2737,55","0,049869409",246,9999,1,"No"
"Yes","Corporate","Lørenskog","Akershus","Norway","6,5","22425","0,176725","53143,11","0,13108943",148,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0,172905","77985","0,078529204",301,9999,12,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,8","16956","0,086622","45553,8","0,064843767",8,9999,7,"No"
"No","SMB Small","Värnamo","Jönköping","Sweden","1,8","15102","0,282394","24572","0,230770389",77,9999,9,"No"
"No","SMB Small","Kurikka","Etelä-Pohjanmaa","Finland","1,8","1234,44","0","6212,68","0,135595266",350,9999,1,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,3","14157","0,394184","10627","0,117268279",103,9999,3,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","1,3","15964","1","4864,79","0,201026149",159,9999,3,"No"
"No","SMB Small","Lerum","Västra Götaland","Sweden","1,8","15102","0,656432","25855,21","0,007305684",96,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0","6418","0,076827672",390,9999,1,"No"
"Yes","SMB Small","Oslo","Oslo","Norway","635,2","5711137","0","3954,7","0,084011429",288,9999,1,"No"
"No","SMB Small","Mustasaari","Pohjanmaa","Finland","6,5","17797","0,194778","42322,23","0,105543824",26,9999,15,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","0","0,739178","36608,05","0,376720148",383,9999,8,"No"
"No","SMB Large","Rødovre","Hovedstaden","Denmark","13,4","339422","0,374775","53712,24","0,16674151",39,9999,14,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,8","9936","0,465754","17949,1","0,131414388",284,9999,4,"No"
"No","SMB Small","Tysvær","Rogaland","Norway","1,8","0","0,067916","12188,48","0,122273655",432,9999,1,"No"
"No","SMB Small","Fjell","Hordaland","Norway","13,4","72762","0,079629","9049,88","0,123039201",266,9999,5,"No"
"No","SMB Small","Bergen","Hordaland","Norway","6,5","0","0,119005","52025,86","0,098663818",621,9999,4,"No"
"No","SMB Small","Varberg","Halland","Sweden","6,5","43420","0,275069","16701,22","0,180380236",57,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","12024","0","135","0,32162963",342,9999,1,"No"
"No","SMB Small","Gentofte","Hovedstaden","Denmark","1,8","45594","0","1047,69","0,312057956",69,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","40,2","161644,2","0,011335","43933,8","0,083700021",216,216,4,"Yes"
"No","SMB Small","Roskilde","Sjælland","Denmark","1,8","45594","0","5626,9","0,07749027",298,9999,3,"No"
"No","SMB Small","Ystad","Skåne","Sweden","1,8","39708","0,320374","15073","0,165271678",29,9999,4,"No"
"No","SMB Small","Karlstad","Värmland","Sweden","1,3","0","0,24308","15970","0,159251096",518,9999,4,"No"
"No","SMB Small","Haugesund","Rogaland","Norway","-1","0","0,270077","69325,75","0,156680887",330,9999,25,"No"
"No","SMB Small","Guldborgsund","Sjælland","Denmark","6,5","0","0","2175,91","0,112481674",414,9999,1,"No"
"No","SMB Small","Österåker","Stockholm","Sweden","1,3","10270","0,331149","8395","0,121416319",97,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,239136","3337","0,135283188",151,9999,1,"No"
"No","SMB Small","Tierp","Uppsala","Sweden","1,8","0","0","12008,8","0,097905702",482,9999,2,"No"
"No","SMB Small","Kristiansund","Møre og Romsdal","Norway","6,5","35880","0,208486","13335","0,156617923",70,9999,5,"No"
"Yes","SMB Large","Östersund","Jämtland","Sweden","13,4","140164","0,438133","23834,08","0,165397616",236,9999,3,"No"
"No","SMB Small","Järfälla","Stockholm","Sweden","6,5","57655","1","4119","0,065440641",109,9999,1,"No"
"No","SMB Small","Haugesund","Rogaland","Norway","13,4","153162","0,293661","32782,66","0,12190469",77,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,248216","15422","0,124275062",1,9999,3,"No"
"No","SMB Small","Vilhelmina","Västerbotten","Sweden","1,3","14157","0,015311","32328","0,108826404",110,9999,4,"No"
"No","SMB Small","Upplands Väsby","Stockholm","Sweden","1,8","0","0,351263","3555,74","0,208485435",32,9999,3,"No"
"No","Corporate","Kerava","Uusimaa","Finland","1,8","866,34","0,024105","145371,7","0,034606048",54,9999,5,"No"
"No","SMB Small","Malmö","Skåne","Sweden","83,2","0","0,096816","1539","0,318096166",378,9999,1,"No"
"No","SMB Small","Alta","Finnmark","Norway","-1","28964","0,408228","21231,96","0,138305178",84,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","1","2436","0,156748768",60,9999,1,"No"
"No","SMB Small","Sundsvall","Västernorrland","Sweden","1,8","18828","0,717444","48156,56","0,362293943",55,9999,18,"No"
"No","SMB Small","Oslo","Oslo","Norway","13,4","75040","0,082275","14028,76","0,128927289",190,9999,4,"No"
"No","SMB Small","Danderyd","Stockholm","Sweden","1,8","39708","0,276518","14928,46","0,130622315",68,9999,4,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","1,8","19602","0","999","0,203593594",49,9999,1,"No"
"No","SMB Large","Stockholm","Stockholm","Sweden","6,5","70785","0,075636","183462,06","0,093284355",13,9999,32,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,8","19602","0,189086","1476,57","0,135970526",159,9999,1,"No"
"Yes","SMB Small","Partille","Västra Götaland","Sweden","1,8","15102","0,441329","10738","0,128957907",195,9999,5,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","6,5","0","1","1313,86","0,204306395",431,9999,6,"No"
"No","SMB Small","Lemvig","Midtjylland","Denmark","6,5","164645","0","5397,84","0,056856076",99,9999,1,"No"
"No","Corporate","Solna","Stockholm","Sweden","5674,1","53168609","0,277836","2473214,2","0,194019721",6,63,44,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,8","40104","0,03278","7624,45","0,184874975",125,9999,4,"No"
"Yes","Corporate","Eksjö","Jönköping","Sweden","91,9","826181","0,929917","26682,75","0,224717093",4,9999,44,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","0","0,157503","13860","0,091512987",448,749,4,"Yes"
"No","SMB Small","Kristianstad","Skåne","Sweden","1,8","18828","0,09803","45343","0,085783252",307,803,3,"Yes"
"Yes","SMB Large","Bornholm","Hovedstaden","Denmark","6,5","0","1","819,91","0,168384335",452,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,8","45594","0,300976","54536,88","0,137306168",81,9999,5,"No"
"No","SMB Small","Mora","Dalarna","Sweden","1,3","0","0","4499","0,047408313",567,9999,1,"No"
