"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"No","SMB Small","Gagnef","Dalarna","Sweden","1,3","14157","1","12415","0,301630286",6,9999,7,"No"
"Yes","SMB Large","Aalborg","Nordjylland","Denmark","30","759900","0,15188","656155,15","0,132891847",1,232,173,"Yes"
"No","SMB Small","Jönköping","Jönköping","Sweden","1,8","39708","0,201196","72849","0,100592184",19,9999,4,"No"
"Yes","Public","Helsinki","Uusimaa","Finland","137","161803","0,398607","1795430,58","0,193823601",5,9999,86,"No"
"Yes","SMB Large","Eslöv","Skåne","Sweden","40,1","377742","0,043563","774991,29","0,065951632",6,9999,84,"No"
"No","SMB Small","Askim","Østfold","Norway","7,8","57954","0,150338","120935,31","0,095874976",46,426,21,"Yes"
"No","SMB Small","Kungsbacka","Halland","Sweden","6,5","54535","0,204159","26563,88","0,106673423",336,9999,5,"No"
"No","SMB Small","Næstved","Sjælland","Denmark","30","287700","0","5511,82","0,050495118",154,9999,1,"No"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","6,5","54535","0,126935","269658,12","0,094477963",88,550,14,"Yes"
"No","SMB Small","Sundsvall","Västernorrland","Sweden","6,5","143390","0,141024","129324,88","0,098217141",63,9999,18,"No"
"No","SMB Mid","Oslo","Oslo","Norway","68","835040","0,25033","37062,65","0,139271477",27,783,6,"Yes"
"No","SMB Mid","Bergen","Hordaland","Norway","30","318300","0,124808","83253,46","0,112507516",102,9999,7,"No"
"No","SMB Small","Nyborg","Syddanmark","Denmark","3,6","0","0,468698","20872,75","0,108020266",372,9999,3,"No"
"No","Corporate","Nässjö","Jönköping","Sweden","44,8","375872","0,32982","66202,61","0,184273248",4,9999,27,"No"
"No","Corporate","Åre","Jämtland","Sweden","6,5","54535","0,002263","48606","0,309762992",64,9999,1,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","1,8","0","0","10499","0,07328698",545,9999,1,"No"
"No","SMB Small","Jokkmokk","Norrbotten","Sweden","1,3","0","0,47949","15164","0,217215774",567,693,3,"Yes"
"No","SMB Small","Norrtälje","Stockholm","Sweden","1,8","39708","0,207799","21183,98","0,149947744",113,9999,5,"No"
"No","SMB Small","Åmål","Västra Götaland","Sweden","1,3","0","0","539","0,119387755",488,9999,1,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,8","19602","0,20748","59873,25","0,083511418",22,9999,6,"No"
"No","SMB Small","Österåker","Stockholm","Sweden","1,8","0","0","1352","0,184881657",552,9999,1,"No"
"No","SMB Small","Randers","Midtjylland","Denmark","1,8","45594","0,110041","26397,45","0,108751413",286,9999,5,"No"
"No","SMB Small","Filipstad","Värmland","Sweden","1,8","18828","0,818869","3307","0,195845177",312,9999,2,"No"
"Yes","SMB Mid","Borås","Västra Götaland","Sweden","30","251700","0,089653","206100,74","0,083286164",14,9999,28,"No"
"No","SMB Small","Vännäs","Västerbotten","Sweden","1,3","0","0","1899","0,0752396",512,9999,2,"No"
"No","SMB Small","Järfälla","Stockholm","Sweden","17","142630","0,155623","57819,17","0,11011175",125,489,5,"Yes"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","0","5399","0,071255788",19,9999,1,"No"
"No","SMB Small","Lysekil","Västra Götaland","Sweden","13,4","145926","0,005766","56882,2","0,050245419",19,9999,2,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,3","0","0,064084","6944","0,095295219",686,9999,1,"No"
"No","SMB Small","Lindesnes","Vest-Agder","Norway","1,3","0","0,010714","21380,94","0,087446576",1,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","0","0,460041","8684","0,11702211",460,9999,3,"No"
"No","SMB Mid","Trondheim","Sør-Trøndelag","Norway","30","368400","0,130546","367836,66","0,09999229",4,9999,49,"No"
"No","SMB Small","Herlev","Hovedstaden","Denmark","6,5","83265","0,09762","34595,87","0,146098653",15,9999,5,"No"
"No","SMB Mid","Göteborg","Västra Götaland","Sweden","30","200400","0,149782","415031,05","0,114218225",8,9999,23,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","1,3","32929","1","932,79","0,12479765",202,9999,1,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","14157","0","1999","0,131970985",298,9999,3,"No"
"No","SMB Small","Eskilstuna","Södermanland","Sweden","1,8","0","0,09594","37273","0,085291498",568,9999,2,"No"
"No","SMB Small","Billund","Syddanmark","Denmark","30","364200","1","1144,81","0,096636123",74,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0","4796","0,18675563",278,9999,1,"No"
"No","SMB Small","Kumla","Örebro","Sweden","-1","0","0","499","0,221683367",698,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","12024","1","9688","0,178410405",22,9999,3,"No"
"No","SMB Small","Bräcke","Jämtland","Sweden","1,8","39708","0,496047","25483,44","0,114491215",265,1038,7,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","145926","0,417268","28804","0,156595959",357,9999,8,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","39708","0","48710,65","0,080502108",56,56,8,"Yes"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","16653","0,484839","4557,84","0,203578888",181,9999,1,"No"
"Yes","Corporate","Stockholm","Stockholm","Sweden","536,2","4573718","0,578357","427477,56","0,175283493",4,9999,199,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","1,3","28678","0,128558","154319,06","0,09609824",56,9999,6,"No"
"No","SMB Small","Gamvik","Finnmark","Norway","1,8","0","0,142115","34024,18","0,095034179",495,9999,3,"No"
"No","SMB Small","Essunga","Västra Götaland","Sweden","1,8","0","1","299","0,242274247",699,9999,1,"No"
"No","SMB Small","Rygge","Østfold","Norway","60","445800","0,637703","12285,13","0,241366595",69,9999,3,"No"
"No","SMB Small","Torsby","Värmland","Sweden","1,8","19602","0","899","0,150400445",204,9999,1,"No"
"No","SMB Small","Horsens","Midtjylland","Denmark","13,4","128506","0,513623","72966,09","0,145063412",199,9999,17,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","143390","0","9503","0,135305693",342,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","19602","0","23469","0,119319102",312,312,1,"Yes"
"No","SMB Small","Aabenraa","Syddanmark","Denmark","8,3","98936","0","6223,59","0,12180751",237,9999,2,"No"
"No","SMB Small","Stenungsund","Västra Götaland","Sweden","1,8","19602","0,22433","45602,3","0,168331422",47,894,12,"Yes"
"No","SMB Small","Taivalkoski","Pohjois-Pohjanmaa","Finland","1,8","4928,4","0","4024,05","0,174060958",223,9999,1,"No"
"No","SMB Small","Grimstad","Aust-Agder","Norway","6,5","0","0,322236","20437,73","0,120297117",581,9999,6,"No"
"No","SMB Mid","Århus","Midtjylland","Denmark","68","358360","0,303014","60761,82","0,166899543",82,896,22,"Yes"
"No","SMB Small","Lomma","Skåne","Sweden","1,3","28678","0,260704","60325","0,130462661",193,928,6,"Yes"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","39708","0,563665","4932","0,15661395",279,9999,1,"No"
"No","SMB Mid","Rygge","Østfold","Norway","78,1","580283","0,254301","764338,58","0,176806161",5,89,152,"Yes"
"No","SMB Small","Not Defined","Not Defined","Norway","1","0","0","1721,73","0,318557497",11,9999,1,"No"
"No","Corporate","Uppsala","Uppsala","Sweden","68","570520","0,022685","4320","0,216844907",61,9999,2,"No"
"No","SMB Small","Espoo","Uusimaa","Finland","6,5","17732","0,044876","36927,89","0,04449997",70,9999,3,"No"
"No","SMB Large","Favrskov","Midtjylland","Denmark","68","652120","0,137513","8465,16","0,160327743",117,9999,3,"No"
"No","SMB Small","Alstahaug","Nordland","Norway","1,3","0","0","2574,79","0,106637823",397,397,3,"Yes"
"No","SMB Small","Vejle","Syddanmark","Denmark","1,3","32929","0","1664,2","0,119943516",147,9999,2,"No"
"No","SMB Small","Varberg","Halland","Sweden","6,5","54535","0,142109","136479,54","0,122983782",12,12,16,"Yes"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","145926","0,134086","13372","0,116998953",64,9999,3,"No"
"No","SMB Small","København","Hovedstaden","Denmark","30","759900","0,069651","45531,69","0,077738384",56,9999,8,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,100274","78534,24","0,131196024",19,550,7,"Yes"
"No","SMB Small","Hjørring","Nordjylland","Denmark","-1","0","1","417,98","0,16383559",718,9999,1,"No"
"No","SMB Small","Linköping","Östergötland","Sweden","6,5","143390","0,032458","10334,44","0,134973932",246,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","6,5","0","0","4339","0,122811708",413,9999,1,"No"
"No","SMB Mid","Växjö","Kronoberg","Sweden","30","251700","0,353593","1494241,41","0,122747261",33,33,123,"Yes"
"No","SMB Small","Malmö","Skåne","Sweden","1,3","12246","0","5317","0,070853865",161,9999,2,"No"
"No","SMB Small","Greve","Sjælland","Denmark","6,5","62335","0","6886,08","0,137670489",279,9999,1,"No"
"No","SMB Small","Falun","Dalarna","Sweden","1,3","15249","0,280756","83723,78","0,169792262",39,9999,14,"No"
"No","SMB Small","Växjö","Kronoberg","Sweden","1,8","15102","0,259211","2307","0,131417425",197,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","1","1999","0,306798399",307,9999,1,"No"
"No","SMB Small","Kerava","Uusimaa","Finland","1,8","0","0","1904,49","0,058477598",448,9999,1,"No"
"No","Corporate","Oulu","Pohjois-Pohjanmaa","Finland","68","94350","0,116702","158263,51","0,030401259",363,9999,23,"No"
"No","SMB Mid","Oslo","Oslo","Norway","68","375360","0,088809","188308,79","0,099315969",7,46,42,"Yes"
"No","SMB Small","Kristinehamn","Värmland","Sweden","1,3","13481","0,052077","3821,2","0,095189993",320,9999,1,"No"
"No","SMB Large","Aalborg","Nordjylland","Denmark","167","1471930","0,316084","4116327,97","0,12851182",11,48,221,"Yes"
"Yes","Corporate","København","Hovedstaden","Denmark","30","158100","0,224566","15679,84","0,119391524",119,9999,2,"No"
"No","SMB Small","Jönköping","Jönköping","Sweden","13,4","0","0","5595","0,139946381",526,526,1,"Yes"
"No","SMB Small","Horsens","Midtjylland","Denmark","1,8","17262","0","2011,02","0,255049676",182,9999,1,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","1,3","0","0,567941","7944,97","0,175610481",463,9999,3,"No"
"No","SMB Small","Bergen","Hordaland","Norway","1,8","0","1","1778,9","0,203361628",719,9999,1,"No"
"Yes","Public","Stockholm","Stockholm","Sweden","6,5","56810","0,413749","5886,75","0,216260245",173,9999,4,"No"
"No","SMB Small","Gladsaxe","Hovedstaden","Denmark","13,4","0","0,030629","10823,68","0,02822977",600,600,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","0","7298","0,079897232",728,9999,2,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,8","19602","0,169462","48045,97","0,100451505",43,9999,8,"No"
"No","Corporate","Borås","Västra Götaland","Sweden","1,8","18828","0,197552","106331,34","0,11406496",7,253,17,"Yes"
"No","SMB Small","Österåker","Stockholm","Sweden","1,8","0","0,018485","21585,01","0,090687009",707,707,1,"Yes"
"No","SMB Small","Tønder","Syddanmark","Denmark","1,3","0","0","1960,39","0,269772851",371,9999,1,"No"
"No","SMB Mid","Luleå","Norrbotten","Sweden","30","661800","0,390794","78427,35","0,144723365",98,9999,20,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","6,5","48295","0","1450,06","0,316083472",71,9999,3,"No"
"No","SMB Small","Karlstad","Värmland","Sweden","13,4","61211,2","0,769019","36595,95","0,163174067",110,9999,17,"No"
"No","SMB Mid","Solna","Stockholm","Sweden","13,4","112426","0,144227","153593","0,129447957",34,9999,9,"No"
"No","SMB Small","Gloppen","Sogn og Fjordane","Norway","1,8","0","1","762,14","0,268480857",378,9999,1,"No"
"No","SMB Small","Sotkamo","Kainuu","Finland","1,8","0","1","185,1","0,272285251",599,9999,1,"No"
"No","SMB Small","Karlskrona","Blekinge","Sweden","1,3","14157","0,777975","17980","0,197397664",152,9999,12,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,449834","6432,61","0,140871279",260,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","30","0","1","2051,49","0,291061619",564,9999,1,"No"
"No","SMB Mid","Linköping","Östergötland","Sweden","45,2","400924","0,048412","133642,65","0,277023989",71,9999,5,"No"
"No","SMB Small","Hørsholm","Hovedstaden","Denmark","13,4","171654","0,223806","188866,19","0,190807365",39,9999,34,"No"
"No","SMB Small","Båstad","Skåne","Sweden","1,8","19602","0,337246","30666","0,104470749",61,9999,5,"No"
"No","SMB Small","Ås","Akershus","Norway","13,4","153162","0,413576","27997,83","0,105358165",39,9999,1,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","30","661800","0,283038","611503,5","0,130652073",33,63,50,"Yes"
"No","SMB Mid","Lund","Skåne","Sweden","30","200400","0,043157","366743,79","0,060853355",35,9999,41,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","0","0,777746","3595","0,130205841",634,9999,2,"No"
"No","SMB Small","Enebakk","Akershus","Norway","1,8","22104","1","1647,51","0,17604142",85,9999,1,"No"
"No","SMB Small","Lund","Skåne","Sweden","1,8","19602","1","595","0,38512605",46,9999,1,"No"
"No","SMB Small","Frederikssund","Hovedstaden","Denmark","1,3","12467","1","342,06","0,380518038",337,9999,1,"No"
"Yes","Corporate","Solna","Stockholm","Sweden","2116,8","19087032","0,668172","119338,96","0,166396288",4,9999,71,"No"
"No","SMB Small","Ringkøbing-Skjern","Midtjylland","Denmark","-1","0","0","6716,07","0,093015707",581,9999,1,"No"
"No","SMB Small","Odense","Syddanmark","Denmark","14,7","112896","0,052637","8029,08","0,079180927",330,9999,2,"No"
"Yes","Corporate","Jönköping","Jönköping","Sweden","68","603160","0,275363","1587049,71","0,094262328",13,9999,126,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","-1","0","0,597709","16155","0,159452182",166,9999,3,"No"
"No","SMB Small","Pajala","Norrbotten","Sweden","1,8","39708","0,12107","16635","0,129129546",88,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","14220","0,05285","57160,94","0,086617715",28,9999,9,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","28678","0,22349","110533,55","0,113083946",26,768,15,"Yes"
"No","SMB Small","Aalborg","Nordjylland","Denmark","6,5","0","0","346,9","0,057480542",609,9999,1,"No"
"No","SMB Small","Høje-Taastrup","Hovedstaden","Denmark","13,4","136412","1","7257,17","0,240555203",302,9999,5,"No"
"No","SMB Mid","Bollnäs","Gävleborg","Sweden","45,2","425010","0,226082","391454,24","0,135889268",19,9999,14,"No"
"No","SMB Small","Kristianstad","Skåne","Sweden","1,8","12024","0,477449","6962","0,096732261",92,9999,3,"No"
"No","SMB Small","Upplands-Bro","Stockholm","Sweden","30","200400","0,178129","38404,72","0,100118683",56,56,5,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","1499","0,101774516",636,9999,1,"No"
"No","Public","Solna","Stockholm","Sweden","79,5","628050","0,069191","158156,37","0,07734845",15,188,13,"Yes"
"No","SMB Small","Hamar","Hedmark","Norway","1,8","13374","0,046453","7617,67","0,10704323",352,9999,3,"No"
"No","SMB Mid","Oslo","Oslo","Norway","13,4","298552","0,347272","507062,53","0,195401325",19,9999,95,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","30","759900","0,327421","5814,52","0,188388723",14,9999,4,"No"
"No","SMB Small","Surahammar","Västmanland","Sweden","1,3","14157","0,040311","9377","0,085218087",266,9999,1,"No"
"No","SMB Mid","Bergen","Hordaland","Norway","-1","0","1","18254,72","0,158997235",417,9999,2,"No"
"Yes","SMB Mid","Oslo","Oslo","Norway","8028,3","41170085","0,015769","9844,32","0,080460611",379,379,1,"Yes"
"No","SMB Small","Sund","Hordaland","Norway","1,8","40104","0,142039","240062","0,088865043",1,9999,27,"No"
"No","SMB Small","Borlänge","Dalarna","Sweden","13,4","157182","0,092374","11215,2","0,28235163",231,9999,2,"No"
"No","SMB Small","Frøya","Sør-Trøndelag","Norway","1,8","40104","1","118,35","0,794761301",42,9999,1,"No"
"No","SMB Small","Brøndby","Hovedstaden","Denmark","30","287700","1","2789,73","0,323389719",33,9999,2,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","14157","0","18112","0,125240724",60,60,1,"Yes"
"No","SMB Small","Grimstad","Aust-Agder","Norway","13,4","0","0,270427","11848,37","0,175029139",669,9999,3,"No"
"No","SMB Small","Silkeborg","Midtjylland","Denmark","-1","0","0,409627","8851,36","0,064821677",642,9999,3,"No"
"No","SMB Small","Ekerö","Stockholm","Sweden","1,8","15102","0,147895","45368,09","0,124304109",195,9999,7,"No"
"No","SMB Large","Motala","Östergötland","Sweden","236,4","2083596","0,229651","235954,4","0,159596685",11,9999,44,"No"
"No","SMB Mid","Brøndby","Hovedstaden","Denmark","38,3","518582","0,531902","19775,81","0,261372353",90,9999,20,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","0","0","9284,6","0,033255068",370,9999,1,"No"
"No","SMB Small","Herlev","Hovedstaden","Denmark","6,5","164645","0,143128","118944,24","0,096684463",41,9999,28,"No"
"Yes","SMB Mid","Malmö","Skåne","Sweden","-1","0","0,087707","1246306,58","0,0814325",1,9999,168,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","3885","0,07232175",427,9999,1,"No"
"Yes","SMB Mid","Oslo","Oslo","Norway","30","0","0,007051","132902,99","0,075735768",592,9999,2,"No"
"No","SMB Small","Rødovre","Hovedstaden","Denmark","6,5","164645","0,26515","28461,97","0,118543095",190,9999,3,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","1,8","19602","0,249865","79935,02","0,113717242",218,9999,12,"No"
"No","SMB Mid","København","Hovedstaden","Denmark","30","0","0","2485,54","0,091887477",522,9999,1,"No"
"No","SMB Small","Hjørring","Nordjylland","Denmark","1,3","16653","0","6891,12","0,098177074",167,9999,1,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","1,8","16182","0,166028","28669,77","0,099824659",148,702,13,"Yes"
"No","SMB Small","Vefsn","Nordland","Norway","1,8","40104","0,174817","15911,35","0,134066563",50,9999,6,"No"
"No","SMB Small","Stranda","Møre og Romsdal","Norway","1,3","6341,4","0,053572","4899,93","0,095838104",249,9999,1,"No"
"No","SMB Small","Linköping","Östergötland","Sweden","1,8","19602","0,419996","10462","0,154473332",218,9999,3,"No"
"No","SMB Mid","Horten","Vestfold","Norway","30","368400","0,872871","7279,04","0,252685794",267,9999,6,"No"
"No","SMB Small","Hässleholm","Skåne","Sweden","13,4","89512","0,143194","26663","0,106130593",165,1015,6,"Yes"
"Yes","Corporate","Bodø","Nordland","Norway","1,3","7059","0,069856","48100,7","0,098306677",78,9999,9,"No"
"No","SMB Small","Eslöv","Skåne","Sweden","1,8","7237,8","0","8839","0,052767281",302,9999,1,"No"
"No","SMB Mid","Tanum","Västra Götaland","Sweden","30","351900","0,042101","9429,81","0,104487789",12,9999,2,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","1,3","13481","0,168296","26065,78","0,21024462",298,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","14157","0,79878","33292","0,190660819",64,9999,7,"No"
"No","SMB Small","Frederikssund","Hovedstaden","Denmark","1,8","0","0","517,78","0,359998455",552,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0,03838","11438","0,096947893",474,9999,4,"No"
"No","SMB Small","Kristiansand","Vest-Agder","Norway","1,8","20574","0,304395","1771,02","0,169834333",8,9999,2,"No"
"No","SMB Mid","Haderslev","Syddanmark","Denmark","30","357600","0,035124","34562,03","0,154646009",167,9999,6,"No"
"No","SMB Small","Luleå","Norrbotten","Sweden","1,3","11531","0,243948","2644","0,135139939",245,245,1,"Yes"
"No","SMB Small","Oslo","Oslo","Norway","13,4","0","0","1288,22","0,093943581",629,985,3,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","30","326700","0,211008","956268,9","0,124939627",1,1000,56,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","13,4","0","0","585,87","0,093263011",434,9999,1,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,8","12024","0,129702","50369,1","0,076705361",54,298,14,"Yes"
"No","SMB Small","Oslo","Oslo","Norway","13,4","0","0,524244","8093,78","0,108074348",538,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","0","0","33593","0,061012711",656,9999,3,"No"
"No","SMB Small","Hjørring","Nordjylland","Denmark","6,5","62335","0,278781","3447,83","0,152765653",145,9999,1,"No"
"No","SMB Small","Maarianhamina","Ahvenanmaa","Sweden","307","0","0","71807","0,097432562",551,9999,5,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","19602","1","793","0,533152585",127,9999,2,"No"
"No","SMB Mid","Nyborg","Syddanmark","Denmark","68","308924","0,771105","2118,79","0,266586118",70,9999,2,"No"
"No","SMB Small","Sigtuna","Stockholm","Sweden","1,8","12024","0","6599","0,088210335",340,9999,1,"No"
"No","SMB Small","Åtvidaberg","Östergötland","Sweden","6,5","54535","0,108252","16055","0,298249144",32,9999,6,"No"
"No","SMB Small","Esbjerg","Syddanmark","Denmark","30","136290","0","9406,46","0,11243656",204,9999,2,"No"
"No","SMB Small","Kolding","Syddanmark","Denmark","1,3","0","0","2684,95","0,201996313",404,9999,1,"No"
"Yes","Corporate","Stockholm","Stockholm","Sweden","13,4","145926","0,111637","81133,65","0,108280103",6,9999,5,"No"
"No","SMB Small","Oslo","Oslo","Norway","13,4","0","0,025107","7228,58","0,168496441",536,9999,1,"No"
"No","SMB Mid","Esbjerg","Syddanmark","Denmark","73,2","714455","0,676791","11698,12","0,093880897",203,9999,8,"No"
"No","SMB Small","Kalmar","Kalmar","Sweden","30","311100","0","1347","0,209168523",236,9999,1,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","30","0","0,581988","47714","0,180770214",497,9999,12,"No"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","0","17619","0,03542142",28,9999,1,"No"
"No","SMB Small","Krokom","Jämtland","Sweden","1,8","15102","0","2906","0,067986924",142,9999,2,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,8","40104","0,391665","14117,6","0,218957897",193,9999,2,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","15966","0","4260","0,080194836",70,9999,1,"No"
"No","SMB Small","Esbjerg","Syddanmark","Denmark","1,8","17262","0,367825","3906,8","0,092633357",342,9999,1,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","6,5","29692","0,636618","9229,96","0,271304534",358,986,5,"Yes"
"No","SMB Small","Gotland","Gotland","Sweden","1,8","39708","0,603636","61716,63","0,183426574",166,9999,18,"No"
"No","SMB Small","Randers","Midtjylland","Denmark","1,8","0","1","448,19","0,379147237",673,9999,1,"No"
"No","SMB Small","Söderköping","Östergötland","Sweden","1,3","5227,3","0,025272","5895,64","0,04753852",328,9999,1,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","1,8","2497,5","0","12683,37","0,145616662",319,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","0","0,055747","11238,86","0,074003057",488,9999,1,"No"
"No","SMB Small","Egedal","Hovedstaden","Denmark","1,8","0","1","1566,05","0,138884455",712,9999,1,"No"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","1,8","24372","0","1786,43","0,131748795",271,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","41888","0,0924322",686,686,2,"Yes"
"No","SMB Small","Sunne","Värmland","Sweden","1,8","0","1","379","0,388970976",712,9999,1,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","30","0","0,588631","45109,73","0,155262069",655,9999,2,"No"
"No","SMB Small","Odsherred","Sjælland","Denmark","13,4","85090","0","719,62","0,047191573",321,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","14157","1","698","0,077421203",92,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","32929","0,305834","22556,36","0,086030281",146,146,4,"Yes"
"Yes","SMB Small","Umeå","Västerbotten","Sweden","1,8","39708","1","10205,62","0,171940558",203,9999,3,"No"
"No","SMB Small","Lund","Skåne","Sweden","1,8","19602","0,219922","51295,52","0,080736095",181,9999,8,"No"
"No","SMB Small","Lidingö","Stockholm","Sweden","30","137040","0,105804","1654","0,10808948",209,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","10270","0,178737","9651","0,109588644",125,9999,8,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","3199","0,09646452",702,9999,1,"No"
"No","SMB Small","Vallentuna","Stockholm","Sweden","1,8","39708","0,1874","276712,7","0,123664364",55,56,40,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","6,5","66170","0,06381","17215,52","0,101645492",223,9999,4,"No"
"No","SMB Small","Favrskov","Midtjylland","Denmark","1,3","0","0","13284,45","0,147732123",700,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","147160","0","1995,4","0,184248772",214,9999,1,"No"
"No","Corporate","Hallstahammar","Västmanland","Sweden","49,5","517770","0,117726","144156,03","0,11373475",63,9999,15,"No"
"No","SMB Small","Vestby","Akershus","Norway","1,8","13374","0,526017","7547,71","0,280479775",15,9999,5,"No"
"No","SMB Small","Arjeplog","Norrbotten","Sweden","1,8","14220","0,042308","8249","0,128677415",12,60,2,"Yes"
"No","SMB Small","Turku","Varsinais-Suomi","Finland","6,5","0","0","2329,55","0,036874074",494,9999,1,"No"
"No","SMB Small","Norrtälje","Stockholm","Sweden","1,8","18828","0,106733","29962,4","0,141971938",308,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","147160","0","28032","0,281119435",19,9999,2,"No"
"No","SMB Small","Solna","Stockholm","Sweden","13,4","126228","0,047392","3988","0,150478937",28,9999,1,"No"
"No","SMB Small","Holbæk","Sjælland","Denmark","1,8","18324","0,28412","95079,9","0,132269281",96,440,29,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","1,8","45594","0,233349","16268,08","0,169110922",298,9999,3,"No"
"Yes","SMB Mid","Malmö","Skåne","Sweden","23,5","255915","0,176874","1282882,29","0,100309803",7,78,276,"Yes"
"No","SMB Small","Falkenberg","Halland","Sweden","1,3","14157","1","8780","0,23622779",333,9999,1,"No"
"No","Corporate","Göteborg","Västra Götaland","Sweden","1,8","0","0,164533","3829","0,042883259",573,9999,5,"No"
"No","SMB Small","Skive","Midtjylland","Denmark","13,4","128506","0,248781","10811,68","0,135851228",130,9999,8,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","6,5","143390","0,400605","102949,35","0,140844308",39,193,23,"Yes"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","1,3","0","0,104329","10716","0,069671519",716,9999,2,"No"
"Yes","SMB Large","København","Hovedstaden","Denmark","11,9","144466","0,464184","3640,9","0,102367546",64,9999,4,"No"
"No","Home","Not Defined","Not Defined","Sweden","1","0","0,80623","2388,4","0,1075448",195,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","11999","0,080092508",504,9999,1,"No"
"No","SMB Mid","Oslo","Oslo","Norway","13,4","99562","0,33015","1084676,47","0,370693696",32,169,128,"Yes"
